customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,Age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2306,Hilary,Tregunna,Female,98,1960-04-19,61.18189745972857,senior cetizen,Paralegal,Financial Services,High Net Worth,N,Yes,9
2307,Corina,Shadwick,Female,57,1978-06-28,42.97915773370117,mid-age adult,Desktop Support Technician,Retail,High Net Worth,N,Yes,13
2308,Nancey,Hastie,Female,52,1963-03-19,58.26682896657788,mid-age adult,Paralegal,Financial Services,Mass Customer,N,Yes,17
2309,Herc,McIlhone,Male,40,1985-01-13,36.42847280219432,adult,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14
2310,Jed,Humpherston,Male,12,1970-02-10,51.362719377536784,mid-age adult,Executive Secretary,,High Net Worth,N,Yes,11
2311,Addi,,Female,49,1989-02-15,32.33532211726281,adult,Design Engineer,Health,Mass Customer,N,No,16
2312,Ronnica,Grebner,Female,72,1979-08-10,41.86134951452309,mid-age adult,Assistant Manager,Manufacturing,Mass Customer,N,No,18
2313,Christa,Pauley,Female,54,1966-07-10,54.95450019945459,mid-age adult,Chemical Engineer,Manufacturing,Mass Customer,N,No,12
2314,Ravid,Lapenna,Male,59,1993-12-22,27.483267322742265,adult,Registered Nurse,Health,High Net Worth,N,Yes,7
2315,Pernell,MacCheyne,Male,25,1994-03-01,27.294226226851855,adult,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,8
2316,Vernen,Bourgaize,Male,79,1978-03-21,43.2503906104135,mid-age adult,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11
2317,Alwin,Cuberley,Male,97,1976-12-07,44.535322117262815,mid-age adult,Tax Accountant,Health,Mass Customer,N,Yes,16
2318,Willa,Malyan,Female,30,1988-03-01,33.296965952879255,adult,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,6
2319,David,Darrigrand,Male,63,1985-05-03,36.127102939180624,adult,Librarian,Entertainment,High Net Worth,N,No,18
2320,Kaylyn,Throssell,Female,14,1965-12-21,55.50518513096144,mid-age adult,Senior Developer,Manufacturing,Affluent Customer,N,No,16
2321,Libbi,Freeberne,Female,27,1980-03-25,41.23669198027651,mid-age adult,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20
2322,Hazlett,Rosenschein,Male,72,1992-05-24,29.064089240550484,adult,Biostatistician III,Health,Mass Customer,N,Yes,2
2323,Adair,Piser,Male,2,1988-04-30,33.13258239123542,adult,Desktop Support Technician,Property,High Net Worth,N,No,13
2324,Jerrold,Robben,Male,44,1966-08-05,54.88326732274226,mid-age adult,Sales Associate,Manufacturing,Mass Customer,N,Yes,16
2325,Emmett,Whatsize,Male,50,1964-01-06,57.464089240550486,mid-age adult,Database Administrator IV,Retail,High Net Worth,N,Yes,12
2326,Trev,Boothebie,Male,64,1966-06-22,55.00381526794774,mid-age adult,Programmer Analyst I,Retail,High Net Worth,N,No,14
2327,Alie,Sowle,Female,19,1963-04-05,58.22025362411213,mid-age adult,Budget/Accounting Analyst II,,Affluent Customer,N,No,6
2328,Gayler,Shackle,Male,63,1986-06-03,35.04217143233131,adult,Dental Hygienist,Health,Mass Customer,N,Yes,8
2329,Donny,Stiven,Female,7,1957-12-19,63.51614403507104,senior cetizen,Computer Systems Analyst II,IT,Affluent Customer,N,No,20
2330,Claresta,Bonnor,Female,5,1990-01-17,31.414774172057335,adult,Account Coordinator,Property,Mass Customer,N,No,9
2331,Marybelle,Antal,Female,48,1963-04-11,58.203815267947746,mid-age adult,Database Administrator III,Financial Services,Mass Customer,N,Yes,10
2332,Jeff,Goodere,Male,99,1977-04-20,44.16819882959158,mid-age adult,Developer III,Property,High Net Worth,N,Yes,10
2333,Ives,Adolfson,Male,82,1966-04-19,55.17915773370117,mid-age adult,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,10
2334,Zebulen,Hefford,Male,30,1996-03-16,25.2503906104135,adult,Food Chemist,Health,Affluent Customer,N,No,5
2336,Karney,Labrone,Male,59,1978-01-19,43.417513898084735,mid-age adult,Dental Hygienist,Health,Affluent Customer,N,No,17
2337,Odilia,Bick,Female,47,2000-01-11,21.425733076166924,youth,Programmer Analyst II,Health,Mass Customer,N,No,1
2338,Clarie,Hackworth,Female,13,1986-11-28,34.554500199454594,adult,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,5
2339,Damien,Haddeston,Male,3,1958-12-28,62.49148650082446,senior cetizen,Web Designer II,Property,Affluent Customer,N,Yes,16
2340,Joachim,Amer,Male,33,1978-03-29,43.22847280219432,mid-age adult,Research Assistant IV,Health,Mass Customer,N,Yes,16
2343,Wilhelm,Corteis,Male,6,1959-03-24,62.2558700624683,senior cetizen,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5
2344,Wat,Robelin,Male,93,1993-03-04,28.28600704876966,adult,Nurse,Financial Services,Mass Customer,N,Yes,7
2345,Arden,Godard,Female,50,1986-07-15,34.92710293918062,adult,Systems Administrator I,Retail,Affluent Customer,N,Yes,3
2346,Joey,Scheffler,Male,89,1979-09-16,41.75997965150939,mid-age adult,Information Systems Manager,,Mass Customer,N,Yes,4
2347,L;urette,Annott,Female,79,1957-03-04,64.31066458301623,senior cetizen,Programmer Analyst I,,High Net Worth,N,No,11
2348,Keeley,Winslet,Female,2,1957-11-07,63.63121252822172,senior cetizen,Web Designer IV,Manufacturing,Mass Customer,N,No,16
2349,Julee,Garwell,Female,23,1979-03-05,42.294226226851855,mid-age adult,Executive Secretary,Telecommunications,High Net Worth,N,No,3
2350,Lorinda,Malpass,Female,32,1959-03-17,62.275048144660076,senior cetizen,Nurse Practicioner,,Mass Customer,N,Yes,14
2351,Felicity,Beirne,Female,35,1992-03-15,29.255870062468293,adult,Assistant Professor,Retail,Affluent Customer,N,Yes,10
2352,Cilka,Dabbes,Female,76,1971-10-22,49.66682896657788,mid-age adult,Statistician II,,Mass Customer,N,Yes,13
2353,Lyn,Luquet,Male,93,1978-12-27,42.48052759671487,mid-age adult,Health Coach IV,Health,Affluent Customer,N,Yes,12
2354,Tammie,Fisbey,Female,99,1958-12-19,62.51614403507104,senior cetizen,Product Engineer,Retail,Mass Customer,N,No,17
2355,Shaughn,,Male,87,1993-12-19,27.491486500824458,adult,Operator,Manufacturing,Mass Customer,N,Yes,4
2356,Arluene,Manchester,Female,58,1994-12-17,26.496965952879254,adult,Geological Engineer,Manufacturing,Affluent Customer,N,No,3
2357,Lisette,Mingardi,Female,39,1962-10-15,58.69148650082446,mid-age adult,Civil Engineer,Manufacturing,Mass Customer,N,No,6
2358,Ave,Peatt,Male,26,1959-05-01,62.151760473427196,senior cetizen,Senior Sales Associate,Retail,High Net Worth,N,Yes,15
2359,Merlina,Bream,Female,80,1986-03-25,35.23395225424912,adult,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,7
2360,Karleen,McGenn,Female,0,1974-11-03,46.63121252822172,mid-age adult,VP Accounting,Financial Services,High Net Worth,N,Yes,5
2361,Jeannette,Cerman,Female,55,1954-11-28,66.57641800767377,senior cetizen,Help Desk Operator,,High Net Worth,N,Yes,20
2362,Herbie,Machans,Male,49,1972-06-05,49.0449111583587,mid-age adult,Developer II,Financial Services,Affluent Customer,N,Yes,19
2363,Bobby,Farmiloe,Male,92,1983-12-30,37.46956869260528,adult,Nurse,Entertainment,Mass Customer,N,Yes,16
2364,Fielding,Linklater,Male,19,1995-09-22,25.732582391235418,adult,Speech Pathologist,,Mass Customer,N,Yes,13
2365,Lauretta,Furmonger,Female,2,1998-10-18,22.658609788495692,youth,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3
2366,Idette,Mapam,Female,51,1975-06-15,46.01751389808473,mid-age adult,Web Designer I,Health,Mass Customer,N,Yes,15
2367,Lorne,Sabin,Male,40,1957-05-22,64.09422622685186,senior cetizen,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,16
2368,Rowe,Losbie,Female,98,1993-01-22,28.398335815892953,adult,Chemical Engineer,Manufacturing,Mass Customer,N,No,10
2369,Averyl,Gosz,Female,80,1996-10-28,24.631212528221717,adult,Financial Analyst,Financial Services,Mass Customer,N,Yes,1
2370,Juliane,Calltone,Female,35,1996-03-19,25.242171432331308,adult,Analyst Programmer,Property,High Net Worth,N,No,7
2371,Rory,Lokier,Female,22,1966-11-18,54.59559608986555,mid-age adult,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8
2372,Jim,Shoppee,Male,14,1977-09-10,43.776418007673776,mid-age adult,Clinical Specialist,Health,Affluent Customer,N,No,10
2373,Cordy,Readshall,Female,51,1982-05-22,39.07778787068747,mid-age adult,Structural Engineer,Manufacturing,High Net Worth,N,Yes,16
2374,Dolf,Baudichon,Male,6,1993-06-15,28.003815267947747,adult,Design Engineer,Financial Services,Mass Customer,N,No,9
2375,Alika,Milbourne,Female,21,1987-03-17,34.2558700624683,adult,Sales Representative,Retail,Affluent Customer,N,No,8
2376,Eada,Narbett,Female,84,1958-10-23,62.672308418632674,senior cetizen,Community Outreach Specialist,,High Net Worth,N,Yes,12
2377,Kristien,Dunne,Female,29,1998-10-02,22.702445404934046,youth,Analog Circuit Design manager,IT,High Net Worth,N,No,2
2378,Aggi,Farncombe,Female,41,1994-04-25,27.143541295345006,adult,Research Assistant II,Manufacturing,Affluent Customer,N,No,1
2379,Trixie,Piscopiello,Female,85,1981-05-05,40.124363213153224,mid-age adult,Occupational Therapist,Health,Affluent Customer,N,Yes,15
2380,Merissa,Milella,Female,44,1956-04-09,65.21203444602993,senior cetizen,Technical Writer,Retail,Mass Customer,N,Yes,15
2381,Dulsea,Pladen,Female,91,1973-02-12,48.3545001994546,mid-age adult,Programmer I,Argiculture,Affluent Customer,N,Yes,5
2382,Turner,Huggens,Male,79,1971-07-05,49.965459103564186,mid-age adult,Accounting Assistant III,Retail,Mass Customer,N,Yes,4
2383,Zaria,Eberz,Female,34,1978-09-15,42.76271937753679,mid-age adult,Compensation Analyst,Financial Services,Mass Customer,N,No,15
2384,Garey,Letrange,Male,96,1961-07-16,59.94080156931761,senior cetizen,Operator,Health,High Net Worth,N,Yes,6
2385,Gaultiero,Lissenden,Male,70,1958-12-17,62.52162348712583,senior cetizen,Dental Hygienist,Health,Mass Customer,N,No,8
2386,Adrianne,Lowerson,Female,93,1997-07-06,23.943541295345007,youth,Compensation Analyst,Financial Services,Mass Customer,N,No,2
2387,Roy,Jone,Male,33,1977-08-30,43.80655499397514,mid-age adult,Nurse,,High Net Worth,N,Yes,9
2388,Quincy,Weben,Male,84,1997-05-28,24.050390610413498,adult,Cost Accountant,Financial Services,Mass Customer,N,No,1
2389,Sibyl,Gudge,Male,18,1973-12-28,47.48052759671487,mid-age adult,Desktop Support Technician,Retail,High Net Worth,N,No,7
2390,Tonya,Nealand,Female,48,1964-05-06,57.13258239123542,mid-age adult,Legal Assistant,Property,Mass Customer,N,No,12
2391,Corny,Millott,Female,72,1961-04-22,60.173678281646374,senior cetizen,Nurse Practicioner,Health,Mass Customer,N,No,14
2392,Isadora,Gronaller,Female,48,2001-01-11,20.422993350139528,youth,Marketing Assistant,Manufacturing,Affluent Customer,N,No,2
2393,Dorian,Colledge,Female,68,1981-06-21,39.99559608986555,mid-age adult,Registered Nurse,Health,High Net Worth,N,Yes,11
2394,Ferne,Reese,Female,31,1995-11-12,25.592856363838155,adult,GIS Technical Architect,,Mass Customer,N,Yes,7
2395,Ashlin,Kesby,Male,23,1966-02-26,55.32162348712583,mid-age adult,Executive Secretary,,High Net Worth,N,No,16
2396,Elmira,Wildblood,Female,40,1973-08-02,47.88600704876966,mid-age adult,Recruiter,Retail,Affluent Customer,N,Yes,7
2397,Cassius,Birchenough,Male,33,1985-06-10,36.02299335013953,adult,Analyst Programmer,Retail,Affluent Customer,N,Yes,4
2398,Mirelle,,Female,6,2000-10-11,20.675048144660074,youth,Administrative Assistant IV,Financial Services,High Net Worth,N,Yes,1
2399,Devonne,McPolin,Female,20,1980-06-11,41.02299335013953,mid-age adult,Software Consultant,Manufacturing,High Net Worth,N,Yes,14
2400,Lindsay,Stollsteiner,Male,73,1978-02-28,43.30792485698884,mid-age adult,Office Assistant III,Property,Mass Customer,N,Yes,22
2401,Drake,Riguard,Male,7,1977-07-31,43.88874677479706,mid-age adult,Staff Scientist,,Mass Customer,N,Yes,15
2402,Merrielle,Strafen,Female,99,1957-06-07,64.0503906104135,senior cetizen,Cost Accountant,Financial Services,Mass Customer,N,Yes,8
2403,Karalee,Tremlett,Female,41,1977-10-25,43.653130336440896,mid-age adult,Technical Writer,Financial Services,Affluent Customer,N,No,12
2404,Conney,Grouse,Male,13,1960-03-14,61.28052759671487,senior cetizen,Graphic Designer,Retail,Mass Customer,N,No,6
2405,Quintana,Merricks,Female,16,1957-07-28,63.91066458301624,senior cetizen,Structural Analysis Engineer,,Mass Customer,N,No,18
2406,Randal,Messager,Male,34,1973-06-11,48.02847280219432,mid-age adult,Executive Secretary,,Affluent Customer,N,Yes,9
2408,Celestia,,Female,38,1955-10-10,65.71066458301624,senior cetizen,VP Marketing,Health,Mass Customer,N,No,16
2410,Eugenia,Verey,Female,75,1974-08-24,46.82573307616693,mid-age adult,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21
2411,Casey,McDade,Male,0,1964-05-27,57.07504814466007,mid-age adult,Technical Writer,Financial Services,High Net Worth,N,No,13
2412,Tiffi,Havercroft,Female,77,1981-05-26,40.06682896657788,mid-age adult,Chemical Engineer,Manufacturing,Affluent Customer,N,No,8
2413,Abbey,Murrow,Male,27,1943-08-11,77.88326732274227,senior cetizen,Environmental Specialist,Manufacturing,High Net Worth,N,Yes,17
2415,Tanner,Harp,Male,56,1978-11-05,42.622993350139524,mid-age adult,Web Designer II,Manufacturing,Mass Customer,N,No,3
2416,Eberhard,Shalcras,Male,19,1959-12-29,61.48874677479706,senior cetizen,Office Assistant I,Health,Affluent Customer,N,No,16
2417,Cacilia,Swetland,Female,27,1974-06-24,46.99285636383816,mid-age adult,Nurse,,Affluent Customer,N,No,22
2418,Elspeth,Brazil,Female,82,1970-04-05,51.21477417205733,mid-age adult,Software Engineer III,Property,Mass Customer,N,Yes,13
2419,Aron,Karlsen,Male,96,1978-07-04,42.962719377536786,mid-age adult,Physical Therapy Assistant,Property,High Net Worth,N,No,9
2420,Celie,Guyers,Female,10,1976-08-26,44.817513898084734,mid-age adult,Staff Scientist,Financial Services,High Net Worth,N,No,16
2421,Marilee,Garbott,Female,54,1954-08-16,66.86134951452308,senior cetizen,Research Nurse,Health,Affluent Customer,N,Yes,13
2422,Crysta,Woliter,Female,96,1978-11-30,42.554500199454594,mid-age adult,Librarian,Entertainment,High Net Worth,N,No,13
2423,Lenci,Symcox,Male,49,1981-02-20,40.32710293918062,mid-age adult,Professor,IT,Mass Customer,N,Yes,20
2425,Barn,Sainsberry,Male,32,1976-03-19,45.2558700624683,mid-age adult,Help Desk Technician,,Mass Customer,N,Yes,11
2427,Myrta,Whibley,Female,20,1998-10-15,22.66682896657788,youth,Senior Developer,,High Net Worth,N,Yes,2
2428,Pauly,Keightley,Male,74,1968-07-26,52.90792485698884,mid-age adult,Help Desk Operator,,Mass Customer,N,Yes,9
2429,Emeline,Baldi,Female,54,1980-11-11,40.603815267947745,mid-age adult,Assistant Professor,Manufacturing,Mass Customer,N,Yes,3
2430,Humbert,Dikles,Male,38,1968-09-06,52.792856363838155,mid-age adult,Quality Engineer,,Mass Customer,N,No,5
2431,Alvy,Tyndall,Male,15,1999-12-24,21.475048144660075,youth,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,2
2432,Ebba,Melhuish,Female,67,1981-02-21,40.32436321315323,mid-age adult,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,5
2433,Burty,Strutz,Male,38,1976-07-19,44.92162348712583,mid-age adult,Nurse Practicioner,,High Net Worth,N,Yes,8
2434,Lenci,Soars,Male,40,1956-11-17,64.60381526794775,senior cetizen,Environmental Specialist,,Affluent Customer,N,No,18
2435,Orly,Ceney,Female,69,1961-08-12,59.866828966577884,senior cetizen,Account Coordinator,Manufacturing,Mass Customer,N,No,14
2436,Jaymie,Wellesley,Male,37,1986-03-21,35.244911158358704,adult,Help Desk Technician,IT,Mass Customer,N,No,4
2437,Simonette,Cressingham,Female,90,1977-05-01,44.13806184329021,mid-age adult,Marketing Manager,Financial Services,Mass Customer,N,Yes,18
2438,Lorianne,Ethersey,Female,76,1983-01-29,38.38737691178336,adult,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4
2440,Lethia,Juanes,Female,17,1959-09-21,61.75997965150939,senior cetizen,Engineer II,Manufacturing,Affluent Customer,N,No,8
2442,Odie,Enrrico,Male,8,1957-10-13,63.699705678906646,senior cetizen,Social Worker,Health,Affluent Customer,N,Yes,17
2443,Towny,Python,Male,30,1990-02-13,31.34080156931761,adult,Computer Systems Analyst I,Property,High Net Worth,N,No,20
2444,Emmet,Cristoforo,Male,22,1977-05-13,44.105185130961445,mid-age adult,Associate Professor,Manufacturing,High Net Worth,N,No,11
2445,Johnnie,Prujean,Male,46,1976-03-11,45.27778787068747,mid-age adult,Quality Control Specialist,Retail,Affluent Customer,N,No,18
2447,Richard,Poor,Male,55,1997-01-06,24.43943170630391,adult,Tax Accountant,,Affluent Customer,N,Yes,2
2448,Lorri,Iston,Female,5,1992-12-18,28.494226226851854,adult,Structural Analysis Engineer,Property,High Net Worth,N,No,10
2449,Oates,Broadberrie,Male,54,1982-06-01,39.0503906104135,mid-age adult,Tax Accountant,,Affluent Customer,N,No,8
2450,Jayson,Breheny,Male,64,1974-06-21,47.00107554192035,mid-age adult,Structural Engineer,Retail,Affluent Customer,N,Yes,7
2451,Upton,Orford,Male,33,1973-03-09,48.28600704876966,mid-age adult,Editor,Argiculture,Affluent Customer,N,Yes,18
2452,Sophronia,Yerrill,Female,93,1975-07-24,45.91066458301624,mid-age adult,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,17
2453,Ruthe,Campe,Female,22,1992-08-05,28.864089240550484,adult,Safety Technician II,Telecommunications,High Net Worth,N,No,9
2454,Gene,Brome,Female,81,1960-02-13,61.362719377536784,senior cetizen,Senior Sales Associate,Property,Mass Customer,N,Yes,12
2456,Reidar,Pullin,Male,9,1991-05-29,30.053130336440898,adult,Sales Associate,,Mass Customer,N,No,10
2457,Benito,Vearnals,Male,70,1975-04-12,46.19285636383815,mid-age adult,Developer IV,IT,High Net Worth,N,Yes,15
2458,Leilah,Liddel,Female,73,1964-04-20,57.176418007673774,mid-age adult,Media Manager II,Manufacturing,High Net Worth,N,Yes,5
2459,Jeanna,Naulls,Female,67,1986-01-10,35.436691980276514,adult,Quality Engineer,Manufacturing,High Net Worth,N,No,18
2460,Mick,Boutellier,Male,88,1976-05-17,45.09422622685185,mid-age adult,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12
2461,Tully,,Male,89,1976-06-12,45.02299335013953,mid-age adult,Speech Pathologist,,Affluent Customer,N,No,17
2462,Fletcher,Hutchens,Male,17,1980-07-05,40.95723992548199,mid-age adult,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21
2463,Krystle,Jovicevic,Female,54,1978-01-30,43.38737691178336,mid-age adult,Pharmacist,Health,Mass Customer,N,No,12
2464,Cleve,Jindrak,Male,78,1983-04-06,38.203815267947746,adult,Speech Pathologist,Retail,Mass Customer,N,No,6
2465,Paloma,Nilles,Female,31,1984-06-12,37.01751389808473,adult,Senior Editor,,Mass Customer,N,Yes,2
2466,Araldo,Klamp,Male,62,1980-10-04,40.70792485698884,mid-age adult,Software Test Engineer IV,Entertainment,High Net Worth,N,No,16
2467,Ynez,Fawloe,Female,71,1975-07-15,45.935322117262814,mid-age adult,Engineer III,Manufacturing,Affluent Customer,N,Yes,4
2468,Parker,Barenskie,Male,51,1995-12-12,25.51066458301624,adult,Marketing Assistant,Retail,High Net Worth,N,No,1
2471,Noland,Bresland,Male,55,1978-12-20,42.49970567890665,mid-age adult,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8
2472,Mathias,Element,Male,99,1989-06-02,32.04217143233131,adult,Product Engineer,Health,High Net Worth,N,Yes,16
2473,Davon,,Male,50,1970-05-10,51.11888376109843,mid-age adult,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,13
2474,Chrysa,Burrett,Female,59,1980-06-08,41.031212528221715,mid-age adult,Executive Secretary,Argiculture,High Net Worth,N,Yes,6
2475,Cammi,Ambrogioni,Female,68,1977-05-02,44.13532211726282,mid-age adult,Quality Control Specialist,,Mass Customer,N,No,20
2476,Hal,Braddon,Male,13,1956-09-25,64.7490207473998,senior cetizen,Administrative Officer,Property,High Net Worth,N,No,17
2477,Barney,Tilling,Male,25,1977-03-23,44.244911158358704,mid-age adult,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10
2478,Andreas,Lamke,Male,85,1966-07-07,54.962719377536786,mid-age adult,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10
2479,Helge,Voller,Female,81,1996-11-06,24.60655499397514,adult,Community Outreach Specialist,Retail,Mass Customer,N,No,5
2480,Adey,Shevlin,Female,3,1971-12-26,49.48874677479706,mid-age adult,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16
2481,Amber,Ruslin,Female,71,1979-01-20,42.414774172057335,mid-age adult,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12
2482,Regan,Siemens,Male,95,1953-12-10,67.54354129534501,senior cetizen,Pharmacist,Health,Mass Customer,N,Yes,10
2484,Elise,Slimm,Female,77,1979-10-03,41.71340430904364,mid-age adult,Senior Quality Engineer,Property,Mass Customer,N,Yes,14
2485,Ringo,Parkyn,Male,93,1955-07-27,65.91614403507103,senior cetizen,Help Desk Technician,,Mass Customer,N,Yes,12
2486,Alaine,Halbord,Female,77,1954-03-09,67.29970567890665,senior cetizen,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5
2487,Elton,Piggford,Male,92,1978-01-13,43.433952254249114,mid-age adult,Operator,IT,Affluent Customer,N,Yes,14
2488,Idalia,Braunton,Female,32,1988-11-17,32.581897459728566,adult,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7
2489,Emma,Mates,Female,42,1976-06-12,45.02299335013953,mid-age adult,Speech Pathologist,Retail,Mass Customer,N,No,15
2491,Tabbie,Turone,Male,74,1977-05-08,44.11888376109843,mid-age adult,Clinical Specialist,Health,Mass Customer,N,No,14
2492,Gayelord,Lipman,Male,35,1974-02-01,47.38463718575596,mid-age adult,Design Engineer,Manufacturing,High Net Worth,N,No,9
2493,Rey,Collum,Male,56,1981-08-19,39.83395225424911,mid-age adult,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17
2494,Donella,Emm,Female,98,1974-08-08,46.86956869260528,mid-age adult,Senior Sales Associate,Manufacturing,High Net Worth,N,No,16
2495,Gwenore,Suero,Female,89,1953-11-12,67.62025362411212,senior cetizen,Assistant Professor,IT,Affluent Customer,N,No,17
2496,Lew,Wittleton,Male,29,1980-08-26,40.814774172057334,mid-age adult,Web Developer II,Manufacturing,Mass Customer,N,Yes,21
2497,Gustav,Aaronsohn,Male,33,1969-04-05,52.21477417205733,mid-age adult,Administrative Assistant IV,Property,Affluent Customer,N,No,12
2498,Rosana,Emmatt,Female,70,1978-02-02,43.37915773370117,mid-age adult,Software Test Engineer III,Retail,High Net Worth,N,No,8
2499,Doll,Tschirschky,Female,77,1973-08-30,47.80929472000254,mid-age adult,Account Representative I,Retail,Mass Customer,N,No,14
2500,Micky,Livings,Female,35,1957-12-18,63.51888376109843,senior cetizen,Senior Developer,Property,High Net Worth,N,Yes,17
2501,Ora,Meaddowcroft,Female,80,1971-07-12,49.9462810213724,mid-age adult,Actuary,Financial Services,Mass Customer,N,Yes,10
2502,Concordia,Mussington,Female,6,1964-08-23,56.83395225424911,mid-age adult,Structural Engineer,Manufacturing,Mass Customer,N,Yes,11
2503,Devlin,Laneham,Male,80,1967-07-16,53.938061843290214,mid-age adult,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10
2505,Myrah,McCarry,Female,45,1980-08-25,40.817513898084734,mid-age adult,VP Marketing,Financial Services,High Net Worth,N,No,3
2507,Alysa,Galilee,Female,77,1986-06-25,34.981897459728565,adult,Biostatistician III,Health,Affluent Customer,N,Yes,8
2508,Virgil,Borkett,Male,98,1996-11-04,24.612034446029938,adult,Information Systems Manager,,Mass Customer,N,No,3
2509,Danya,Beadles,Male,99,1971-07-07,49.95997965150939,mid-age adult,Help Desk Technician,Financial Services,Mass Customer,N,No,7
2510,Nealson,Lowdham,Male,43,1973-04-10,48.19833581589295,mid-age adult,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7
2511,Jedidiah,Daulby,Male,20,1991-07-12,29.932582391235417,adult,Technical Writer,Financial Services,Mass Customer,N,Yes,4
2512,Franzen,Halliday,Male,3,1968-05-22,53.086007048769666,mid-age adult,Web Developer I,,High Net Worth,N,Yes,19
2513,Rustie,Ligoe,Male,55,1978-07-31,42.88874677479706,mid-age adult,Structural Analysis Engineer,Property,Mass Customer,N,No,12
2514,Vincenty,Sayer,Male,25,1975-08-11,45.86134951452309,mid-age adult,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,17
2516,Zoe,Kiddye,Female,42,1967-05-27,54.07504814466007,mid-age adult,Registered Nurse,Health,Mass Customer,N,No,19
2517,Rozanna,Kegan,Female,1,1978-10-19,42.66956869260528,mid-age adult,Research Nurse,Health,Mass Customer,N,Yes,9
2518,Krystalle,Ives,Female,53,1954-08-22,66.8449111583587,senior cetizen,Recruiting Manager,,Mass Customer,N,Yes,19
2519,Ryon,Dalliston,Male,76,1979-10-17,41.675048144660074,mid-age adult,Senior Developer,Manufacturing,Mass Customer,N,Yes,5
2520,Gabie,Skett,Male,71,1974-05-27,47.06956869260528,mid-age adult,Accountant III,Retail,Affluent Customer,N,Yes,10
2521,Kellia,Martugin,Female,35,1999-08-29,21.795596089865555,youth,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,3
2523,Lauree,Shewery,Female,28,1961-10-29,59.653130336440896,senior cetizen,VP Marketing,Financial Services,Mass Customer,N,Yes,9
2524,Rustie,Kingsland,Male,84,1969-05-29,52.06682896657788,mid-age adult,Help Desk Technician,Retail,Mass Customer,N,Yes,8
2525,Hans,Ison,Male,25,1992-10-03,28.702445404934046,adult,Cost Accountant,Financial Services,Mass Customer,N,No,8
2526,Izaak,Dopson,Male,89,1969-02-01,52.38737691178336,mid-age adult,Software Test Engineer II,Manufacturing,Mass Customer,N,No,8
2527,Arly,Petersen,Female,60,1980-07-19,40.91888376109843,mid-age adult,Technical Writer,,Affluent Customer,N,Yes,16
2528,Cassie,Toffaloni,Male,81,1978-09-23,42.74080156931761,mid-age adult,Senior Editor,Financial Services,Affluent Customer,N,No,15
2529,Ben,Laidler,Male,81,1954-05-11,67.12710293918062,senior cetizen,Quality Engineer,Manufacturing,High Net Worth,N,Yes,10
2530,Engracia,Foulcher,Female,63,1960-08-03,60.891486500824456,senior cetizen,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18
2531,Brendan,Verbeke,Male,48,1981-08-20,39.83121252822172,mid-age adult,Teacher,Property,High Net Worth,N,Yes,8
2533,Harper,Ioannidis,Male,11,1993-07-26,27.89148650082446,adult,Speech Pathologist,Health,Affluent Customer,N,Yes,5
2534,Estelle,Lithgow,Female,70,1965-06-21,56.00655499397514,mid-age adult,Research Associate,Manufacturing,Affluent Customer,N,Yes,12
2535,Butch,Broadnicke,Male,53,1981-08-20,39.83121252822172,mid-age adult,Accountant III,Financial Services,Affluent Customer,N,No,13
2536,Aigneis,Brignall,Female,71,1964-06-10,57.036691980276515,mid-age adult,Associate Professor,Health,Mass Customer,N,Yes,16
